"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/21/2022","Point Of Sale Withdrawal 7-ELEVEN 5229 Sunset Blvd Lexington SCUS","Point Of Sale Withdrawal 7-ELEVEN 5229 Sunset Blvd Lexington SCUS","53.06","debit","Gas & Fuel","Joint Checking Account","",""
"6/21/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","64.18","debit","Transfer","Joint Checking Account","",""
"6/21/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","10.65","debit","Transfer","Joint Checking Account","",""
"6/21/2022","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","452.11","debit","Auto Payment","Joint Checking Account","",""
"6/21/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","2.99","debit","Transfer","Joint Checking Account","",""
"6/21/2022","Withdrawal Internet Transfer to *9503 CK","Withdrawal Internet Transfer to *9503 CK","200.00","debit","Transfer","Joint Checking Account","",""
"6/20/2022","Point Of Sale Withdrawal JIM HUDSON TOYOT 97IRMO SCUS","Point Of Sale Withdrawal JIM HUDSON TOYOT 97IRMO SCUS","181.06","debit","Service & Parts","Joint Checking Account","",""
"6/19/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","96.94","debit","Gas & Fuel","Joint Checking Account","",""
"6/19/2022","Point Of Sale Withdrawal MAI THAI CUISINE WEST COLUMBIA SCUS","Point Of Sale Withdrawal MAI THAI CUISINE WEST COLUMBIA SCUS","46.59","debit","Restaurants","Joint Checking Account","",""
"6/18/2022","Point Of Sale Withdrawal Wal-Mart Super 1183 WAL-SAMS WEST COLUMBIA SCUS","Point Of Sale Withdrawal Wal-Mart Super 1183 WAL-SAMS WEST COLUMBIA SCUS","28.66","debit","Shopping","Joint Checking Account","",""
"6/18/2022","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","116.34","debit","Groceries","Joint Checking Account","",""
"6/18/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","356.89","debit","Groceries Costco","Joint Checking Account","",""
"6/18/2022","Point Of Sale Withdrawal PROJECT FRANKS - #6303-079-9009 SCUS","Point Of Sale Withdrawal PROJECT FRANKS - #6303-079-9009 SCUS","40.00","debit","Charity","Joint Checking Account","",""
"6/18/2022","Point Of Sale Withdrawal PAYPAL *RACKROOMSHO402-935-7733 NCUS","Point Of Sale Withdrawal PAYPAL *RACKROOMSHO402-935-7733 NCUS","39.90","debit","Clothing","Joint Checking Account","",""
"6/18/2022","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","100.00","debit","Babysitter & Daycare","Joint Checking Account","",""
"6/17/2022","External Withdrawal STATE FARM RO 27 - SFPP","External Withdrawal STATE FARM RO 27 - SFPP","304.26","debit","Auto Insurance","Joint Checking Account","",""
"6/17/2022","Point Of Sale Withdrawal TRADER JOE'S #751 GREENVILLE SCUS","Point Of Sale Withdrawal TRADER JOE'S #751 GREENVILLE SCUS","75.25","debit","Groceries","Joint Checking Account","",""
"6/16/2022","Point Of Sale Withdrawal SC PARK SERVICE 803-734-1778 SCUS","Point Of Sale Withdrawal SC PARK SERVICE 803-734-1778 SCUS","132.00","debit","Travel","Joint Checking Account","",""
"6/16/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2375.00","credit","Transfer","Joint Checking Account","",""
"6/16/2022","Point Of Sale Deposit THE SWIM LESSONS CO803-x2629 SCUS","Point Of Sale Deposit THE SWIM LESSONS CO803-x2629 SCUS","135.00","credit","Transfer","Joint Checking Account","",""
"6/15/2022","Point Of Sale Withdrawal CIRCLE K # 06779 COLUMBIA SCUS","Point Of Sale Withdrawal CIRCLE K # 06779 COLUMBIA SCUS","55.25","debit","Gas & Fuel","Joint Checking Account","",""
"6/15/2022","Point Of Sale Withdrawal THE SWIM LESSONS CO803-x2629 SCUS","Point Of Sale Withdrawal THE SWIM LESSONS CO803-x2629 SCUS","135.00","debit","Kids Activities","Joint Checking Account","",""
"6/14/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","128.82","debit","Groceries","Joint Checking Account","",""
"6/14/2022","Point Of Sale Withdrawal Prime Video*N86IR8G888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*N86IR8G888-802-3080 WAUS","10.69","debit","Movies & DVDs","Joint Checking Account","",""
"6/13/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","89.11","debit","Gas & Fuel","Joint Checking Account","",""
"6/13/2022","External Withdrawal WOFCSET - AUTO LOAN","External Withdrawal WOFCSET - AUTO LOAN","242.64","debit","Auto Payment","Joint Checking Account","",""
"6/13/2022","Amazon","External Withdrawal AMZ_STORECRD_PMT - PAYMENT","400.00","debit","Amazon","Joint Checking Account","",""
"6/13/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","9.99","debit","Transfer","Joint Checking Account","",""
"6/12/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","2185.00","credit","Transfer","Joint Checking Account","",""
"6/12/2022","Point Of Sale Withdrawal JERSEY MIKES ONLINE732-223-4044 NJUS","Point Of Sale Withdrawal JERSEY MIKES ONLINE732-223-4044 NJUS","51.92","debit","Fast Food","Joint Checking Account","",""
"6/11/2022","Point Of Sale Withdrawal PAWLEYS ISLAND SEAFPAWLEYS ISLAN SCUS","Point Of Sale Withdrawal PAWLEYS ISLAND SEAFPAWLEYS ISLAN SCUS","21.13","debit","Restaurants","Joint Checking Account","",""
"6/11/2022","Point Of Sale Withdrawal FOOD LION #2859 115 WILLBROOK BLVD PAWLEYS ISLAN SCUS","Point Of Sale Withdrawal FOOD LION #2859 115 WILLBROOK BLVD PAWLEYS ISLAN SCUS","12.57","debit","Groceries","Joint Checking Account","",""
"6/11/2022","Point Of Sale Withdrawal PETCO 2513 PAWLEYS ISLAN SCUS","Point Of Sale Withdrawal PETCO 2513 PAWLEYS ISLAN SCUS","28.61","debit","Pet Food & Supplies","Joint Checking Account","",""
"6/10/2022","Point Of Sale Withdrawal FOOD LION #1556 MURRELLSINLET SCUS","Point Of Sale Withdrawal FOOD LION #1556 MURRELLSINLET SCUS","7.01","debit","Groceries","Joint Checking Account","",""
"6/09/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","16.33","debit","Transfer","Joint Checking Account","",""
"6/09/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","35.40","debit","Groceries","Joint Checking Account","",""
"6/09/2022","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","16.89","debit","Groceries","Joint Checking Account","",""
"6/08/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","105.32","debit","Groceries","Joint Checking Account","",""
"6/07/2022","Point Of Sale Withdrawal WELL PETS VETERINARIRMO SCUS","Point Of Sale Withdrawal WELL PETS VETERINARIRMO SCUS","227.10","debit","Veterinary","Joint Checking Account","",""
"6/07/2022","External Withdrawal ATT - Payment","External Withdrawal ATT - Payment","279.99","debit","Home Phone","Joint Checking Account","",""
"6/07/2022","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","452.11","debit","Auto Payment","Joint Checking Account","",""
"6/07/2022","Check SERIAL #: 2604","Check SERIAL #: 2604","41.00","debit","Charity","Joint Checking Account","",""
"6/06/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","5.34","debit","Transfer","Joint Checking Account","",""
"6/05/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 4448 SUNSET BLVD LEXINGTON SCUS","60.00","debit","Gas & Fuel","Joint Checking Account","",""
"6/04/2022","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","143.70","debit","Groceries","Joint Checking Account","",""
"6/04/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","278.34","debit","Groceries Costco","Joint Checking Account","",""
"6/04/2022","Target","Point Of Sale Withdrawal TARGET T-1923 6090A Garners FerryColumbia SCUS","76.64","debit","Target","Joint Checking Account","",""
"6/04/2022","Point Of Sale Withdrawal OLE TIMEY MEAT 6352 ST ANDREWS RD COLUMBIA SCUS","Point Of Sale Withdrawal OLE TIMEY MEAT 6352 ST ANDREWS RD COLUMBIA SCUS","60.11","debit","Groceries","Joint Checking Account","",""
"6/04/2022","Point Of Sale Withdrawal SAN JOSE IRMO SCUS","Point Of Sale Withdrawal SAN JOSE IRMO SCUS","51.16","debit","Restaurants","Joint Checking Account","",""
"6/04/2022","Wild Flower Salon","Point Of Sale Withdrawal WILD FLOWER SALON IRMO SCUS","60.00","debit","Personal Care","Joint Checking Account","",""
"6/04/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","306.57","debit","Groceries","Joint Checking Account","",""
"6/03/2022","Point Of Sale Withdrawal GERBER COLLISION & IRMO SCUS","Point Of Sale Withdrawal GERBER COLLISION & IRMO SCUS","1167.69","debit","Service & Parts","Joint Checking Account","",""
"6/03/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 500 W MAIN ST LEXINGTON SCUS","72.83","debit","Gas & Fuel","Joint Checking Account","",""
"6/03/2022","Deposit Internet Transfer from *9496 SAV","Deposit Internet Transfer from *9496 SAV","1050.00","credit","Transfer","Joint Checking Account","",""
"6/02/2022","External Withdrawal YMCAofColumbia PURCHASE x5226","External Withdrawal YMCAofColumbia PURCHASE x5226","79.00","debit","Gym","Joint Checking Account","",""
"6/02/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","500.00","credit","Transfer","Joint Checking Account","",""
"6/02/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2375.00","credit","Transfer","Joint Checking Account","",""
"6/02/2022","Point Of Sale Withdrawal AMZNFreeTime*1X4EM3888-802-3080 WAUS","Point Of Sale Withdrawal AMZNFreeTime*1X4EM3888-802-3080 WAUS","7.41","debit","Entertainment","Joint Checking Account","",""
"6/02/2022","Point Of Sale Withdrawal Prime Video*735DI1M888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*735DI1M888-802-3080 WAUS","8.55","debit","Movies & DVDs","Joint Checking Account","",""
"6/01/2022","Point Of Sale Withdrawal CAROLINA AQUATICS WWW.TEAMUNIFY SCUS","Point Of Sale Withdrawal CAROLINA AQUATICS WWW.TEAMUNIFY SCUS","160.07","debit","Kids Activities","Joint Checking Account","",""
"5/31/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","53.38","debit","Transfer","Joint Checking Account","",""
"5/31/2022","External Withdrawal WF PL CC PAYMENT - PAYMENT","External Withdrawal WF PL CC PAYMENT - PAYMENT","300.00","debit","Credit Card Payment","Joint Checking Account","",""
"5/31/2022","Point Of Sale Withdrawal ZAXBYS 1114 CHARLOTTE NCUS","Point Of Sale Withdrawal ZAXBYS 1114 CHARLOTTE NCUS","18.49","debit","Restaurants","Joint Checking Account","",""
"5/31/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","5.99","debit","Transfer","Joint Checking Account","",""
"5/30/2022","Withdrawal Internet Transfer to *9511 CK","Withdrawal Internet Transfer to *9511 CK","100.00","debit","Transfer","Joint Checking Account","",""
"5/30/2022","Point Of Sale Withdrawal IKEA CHARLOTTE CHARLOTTE NCUS","Point Of Sale Withdrawal IKEA CHARLOTTE CHARLOTTE NCUS","240.46","debit","Furnishings","Joint Checking Account","",""
"5/29/2022","Point Of Sale Withdrawal FOOD LION #2107 FLOYD VAUS","Point Of Sale Withdrawal FOOD LION #2107 FLOYD VAUS","22.37","debit","Groceries","Joint Checking Account","",""
"5/29/2022","Point Of Sale Withdrawal THE FLOYD COUNT 206 S LOCUST ST FLOYD VAUS","Point Of Sale Withdrawal THE FLOYD COUNT 206 S LOCUST ST FLOYD VAUS","20.92","debit","Restaurants","Joint Checking Account","",""
"5/29/2022","Withdrawal Internet Transfer to *9511 CK","Withdrawal Internet Transfer to *9511 CK","175.00","debit","Transfer","Joint Checking Account","",""
"5/29/2022","Point Of Sale Withdrawal JERSEY MIKES ONLINE732-223-4044 NJUS","Point Of Sale Withdrawal JERSEY MIKES ONLINE732-223-4044 NJUS","51.92","debit","Fast Food","Joint Checking Account","",""
"5/28/2022","Point Of Sale Withdrawal SQ *COCOA MIA OF FLFloyd VAUS","Point Of Sale Withdrawal SQ *COCOA MIA OF FLFloyd VAUS","10.28","debit","Restaurants","Joint Checking Account","",""
"5/28/2022","Brookgreen Gardens Scus","Point Of Sale Withdrawal BROOKGREEN GARDENS 843-235-6000 SCUS","80.00","debit","Uncategorized","Joint Checking Account","",""
"5/28/2022","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","124.00","debit","Babysitter & Daycare","Joint Checking Account","",""
"5/27/2022","External Withdrawal PAYPAL x0526PPZ075 - INST XFER","External Withdrawal PAYPAL x0526PPZ075 - INST XFER","14.03","debit","Transfer","Joint Checking Account","",""
"5/27/2022","External Withdrawal DOMINION ENERGY - DRAFT","External Withdrawal DOMINION ENERGY - DRAFT","165.45","debit","Utilities","Joint Checking Account","",""
"5/27/2022","Point Of Sale Withdrawal AUGUSTA SWIM SUPPLY706-x0072 GAUS","Point Of Sale Withdrawal AUGUSTA SWIM SUPPLY706-x0072 GAUS","66.95","debit","Clothing","Joint Checking Account","",""
"5/27/2022","Withdrawal Internet Transfer to *1171 MTG","Withdrawal Internet Transfer to *1171 MTG","1000.00","debit","Transfer","Joint Checking Account","",""
"5/26/2022","Point Of Sale Withdrawal FOOD LION #2849 6021 SAINT ANDREWS COLUMBIA SCUS","Point Of Sale Withdrawal FOOD LION #2849 6021 SAINT ANDREWS COLUMBIA SCUS","21.47","debit","Groceries","Joint Checking Account","",""
"5/25/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","144.94","debit","Groceries","Joint Checking Account","",""
"5/25/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1541.00","credit","Transfer","Joint Checking Account","",""
"5/25/2022","Check SERIAL #: 2553","Check SERIAL #: 2553","26.00","debit","Charity","Joint Checking Account","",""
"5/25/2022","Check SERIAL #: 2554","Check SERIAL #: 2554","26.00","debit","Charity","Joint Checking Account","",""
"5/25/2022","External Withdrawal PAYPAL x0524PPZC1R - INST XFER","External Withdrawal PAYPAL x0524PPZC1R - INST XFER","8.55","debit","Transfer","Joint Checking Account","",""
"5/25/2022","External Withdrawal CHASE CREDIT CRD - AUTOPAY","External Withdrawal CHASE CREDIT CRD - AUTOPAY","400.00","debit","Credit Card Payment","Joint Checking Account","",""
"5/25/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 4448 SUNSET BLVD LEXINGTON SCUS","56.66","debit","Gas & Fuel","Joint Checking Account","",""
"5/24/2022","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","452.11","debit","Auto Payment","Joint Checking Account","",""
"5/24/2022","Point Of Sale Withdrawal CVS/PHARMACY # 830--900 AssemblyColumbia SCUS","Point Of Sale Withdrawal CVS/PHARMACY # 830--900 AssemblyColumbia SCUS","8.03","debit","Pharmacy","Joint Checking Account","",""
"5/24/2022","Point Of Sale Withdrawal NIC*-COUNTY OF LEXIEGOV.COM SCUS","Point Of Sale Withdrawal NIC*-COUNTY OF LEXIEGOV.COM SCUS","281.83","debit","Property Tax","Joint Checking Account","",""
"5/24/2022","Point Of Sale Withdrawal NIC*-COUNTY OF LEXIEGOV.COM SCUS","Point Of Sale Withdrawal NIC*-COUNTY OF LEXIEGOV.COM SCUS","614.53","debit","Property Tax","Joint Checking Account","",""
"5/23/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","6.48","debit","Transfer","Joint Checking Account","",""
"5/23/2022","Point Of Sale Withdrawal RUSHS 9 LEXINGTON SCUS","Point Of Sale Withdrawal RUSHS 9 LEXINGTON SCUS","29.50","debit","Fast Food","Joint Checking Account","",""
"5/22/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","78.15","debit","Groceries Costco","Joint Checking Account","",""
"5/22/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","163.24","debit","Groceries","Joint Checking Account","",""
"5/21/2022","Target","Point Of Sale Withdrawal TARGET T-1199 134 Harbison Blvd Columbia SCUS","99.35","debit","Target","Joint Checking Account","",""
"5/21/2022","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","160.00","debit","Babysitter & Daycare","Joint Checking Account","",""
"5/20/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","8.71","debit","Transfer","Joint Checking Account","",""
"5/19/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","2.98","debit","Transfer","Joint Checking Account","",""
"5/19/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2372.30","credit","Transfer","Joint Checking Account","",""
"5/19/2022","External Withdrawal USBANK LOAN - PAYMENT NTE*SPH*ACCT x5808 EFFECTIVE 05/18","External Withdrawal USBANK LOAN - PAYMENT NTE*SPH*ACCT x5808 EFFECTIVE 05/18","207.31","debit","Auto Payment","Joint Checking Account","",""
"5/19/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 4448 SUNSET BLVD LEXINGTON SCUS","58.42","debit","Gas & Fuel","Joint Checking Account","",""
"5/18/2022","External Withdrawal STATE FARM RO 27 - SFPP","External Withdrawal STATE FARM RO 27 - SFPP","307.52","debit","Auto Insurance","Joint Checking Account","",""
"5/18/2022","Point Of Sale Withdrawal PROJECT FRANKS - #6LEXINGTON SCUS","Point Of Sale Withdrawal PROJECT FRANKS - #6LEXINGTON SCUS","40.00","debit","Restaurants","Joint Checking Account","",""
"5/15/2022","Point Of Sale Withdrawal SAN JOSE IRMO SCUS","Point Of Sale Withdrawal SAN JOSE IRMO SCUS","52.16","debit","Restaurants","Joint Checking Account","",""
"5/15/2022","Point Of Sale Withdrawal MICHAELS STORES 244 HARBISON BLVD COLUMBIA SCUS","Point Of Sale Withdrawal MICHAELS STORES 244 HARBISON BLVD COLUMBIA SCUS","45.36","debit","Hobbies","Joint Checking Account","",""
"5/15/2022","Point Of Sale Withdrawal FOOD LION #2849 6021 SAINT ANDREWS COLUMBIA SCUS","Point Of Sale Withdrawal FOOD LION #2849 6021 SAINT ANDREWS COLUMBIA SCUS","16.89","debit","Groceries","Joint Checking Account","",""
"5/15/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","191.56","debit","Groceries","Joint Checking Account","",""
"5/15/2022","Point Of Sale Withdrawal MELLOW MUSHROOM #12LEXINGTON SCUS","Point Of Sale Withdrawal MELLOW MUSHROOM #12LEXINGTON SCUS","74.72","debit","Restaurants","Joint Checking Account","",""
"5/15/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","187.25","debit","Groceries Costco","Joint Checking Account","",""
"5/14/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","4.38","debit","Groceries","Joint Checking Account","",""
"5/14/2022","Point Of Sale Withdrawal Prime Video*1R3NT3L888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*1R3NT3L888-802-3080 WAUS","10.69","debit","Movies & DVDs","Joint Checking Account","",""
"5/14/2022","Point Of Sale Withdrawal SQ *ELIZABETH MA PISGAH FOREST NCUS","Point Of Sale Withdrawal SQ *ELIZABETH MA PISGAH FOREST NCUS","175.00","debit","Hair","Joint Checking Account","",""
"5/14/2022","Point Of Sale Withdrawal CHERRY HILL PARK COLLEGE PARK MDUS","Point Of Sale Withdrawal CHERRY HILL PARK COLLEGE PARK MDUS","270.00","debit","Hotel","Joint Checking Account","",""
"5/14/2022","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","155.00","debit","Babysitter & Daycare","Joint Checking Account","",""
"5/14/2022","Point Of Sale Withdrawal RECREATION.GOV 877-444-6777 NMUS","Point Of Sale Withdrawal RECREATION.GOV 877-444-6777 NMUS","40.00","debit","Travel","Joint Checking Account","",""
"5/13/2022","Point Of Sale Withdrawal PARTY CITY 1056 144 HARBISON BLVD COLUMBIA SCUS","Point Of Sale Withdrawal PARTY CITY 1056 144 HARBISON BLVD COLUMBIA SCUS","77.63","debit","Entertainment","Joint Checking Account","",""
"5/13/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","38.66","debit","Groceries","Joint Checking Account","",""
"5/12/2022","Point Of Sale Withdrawal ZAXBY'S #05603 LEXINGTON SCUS","Point Of Sale Withdrawal ZAXBY'S #05603 LEXINGTON SCUS","9.72","debit","Restaurants","Joint Checking Account","",""
"5/12/2022","Point Of Sale Withdrawal MOD PIZZA LEXINGTON SCUS","Point Of Sale Withdrawal MOD PIZZA LEXINGTON SCUS","17.97","debit","Restaurants","Joint Checking Account","",""
"5/12/2022","External Withdrawal WOFCSET - AUTO LOAN","External Withdrawal WOFCSET - AUTO LOAN","242.64","debit","Auto Payment","Joint Checking Account","",""
"5/11/2022","Point Of Sale Withdrawal PROJECT FRANKS - #6LEXINGTON SCUS","Point Of Sale Withdrawal PROJECT FRANKS - #6LEXINGTON SCUS","20.00","debit","Restaurants","Joint Checking Account","",""
"5/11/2022","Amazon","External Withdrawal AMZ_STORECRD_PMT - PAYMENT","400.00","debit","Amazon","Joint Checking Account","",""
"5/11/2022","Point Of Sale Withdrawal CIRCLE K # 06773 LEXINGTON SCUS","Point Of Sale Withdrawal CIRCLE K # 06773 LEXINGTON SCUS","44.50","debit","Gas & Fuel","Joint Checking Account","",""
"5/10/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1541.00","credit","Transfer","Joint Checking Account","",""
"5/10/2022","Descriptive Deposit Mobile Deposit","Descriptive Deposit Mobile Deposit","113.49","credit","Transfer","Joint Checking Account","",""
"5/10/2022","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","452.11","debit","Auto Payment","Joint Checking Account","",""
"5/10/2022","External Withdrawal Spectrum 855-707-7328 - Cable Bill","External Withdrawal Spectrum 855-707-7328 - Cable Bill","94.99","debit","Internet","Joint Checking Account","",""
"5/09/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","16.33","debit","Transfer","Joint Checking Account","",""
"5/08/2022","Publix","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","185.88","debit","Groceries","Joint Checking Account","",""
"5/08/2022","Target","Point Of Sale Withdrawal TARGET T-1199 134 Harbison Blvd Columbia SCUS","184.84","debit","Target","Joint Checking Account","",""
"5/08/2022","Trader Joe's","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","104.84","debit","Groceries","Joint Checking Account","",""
"5/07/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","203.53","debit","Groceries Costco","Joint Checking Account","",""
"5/07/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","220.00","debit","Gym","Joint Checking Account","",""
"5/06/2022","Party City","Point Of Sale Withdrawal PARTY CITY 1056 144 HARBISON BLVD COLUMBIA SCUS","42.08","debit","Entertainment","Joint Checking Account","",""
"5/06/2022","Publix","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","96.29","debit","Groceries","Joint Checking Account","",""
"5/06/2022","Inakaya Japanese Restaurant","Point Of Sale Withdrawal INAKAYA JAPANESE RECOLUMBIA SCUS","26.32","debit","Restaurants","Joint Checking Account","",""
"5/06/2022","Target","Point Of Sale Withdrawal TARGET T-1199 134 Harbison Blvd Columbia SCUS","13.17","debit","Target","Joint Checking Account","",""
"5/05/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2372.30","credit","Transfer","Joint Checking Account","",""
"5/05/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","5.34","debit","Transfer","Joint Checking Account","",""
"5/05/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","10.26","debit","Groceries Costco","Joint Checking Account","",""
"5/05/2022","Check SERIAL #: 2602","Check SERIAL #: 2602","41.00","debit","Doctor","Joint Checking Account","",""
"5/05/2022","Amazon","Point Of Sale Withdrawal AMAZON.COM SEATTLE WAUS","47.56","debit","Amazon","Joint Checking Account","",""
"5/04/2022","KUBOTA CREDIT PHP_PAYMENTS - PAYMENT","External Withdrawal KUBOTA CREDIT PHP_PAYMENTS - PAYMENT","1516.17","debit","Mortgage & Rent","Joint Checking Account","",""
"5/03/2022","Target","Point Of Sale Withdrawal TARGET T-1199 134 Harbison Blvd Columbia SCUS","80.19","debit","Target","Joint Checking Account","",""
"5/03/2022","YMCAofColumbia PURCHASE x5226","External Withdrawal YMCAofColumbia PURCHASE x5226","79.00","debit","Charity","Joint Checking Account","",""
"5/03/2022","Circle K","Point Of Sale Withdrawal CIRCLE K # 06779 COLUMBIA SCUS","50.73","debit","Gas & Fuel","Joint Checking Account","",""
"5/02/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2372.30","credit","Transfer","Joint Checking Account","",""
"5/02/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","500.00","credit","Transfer","Joint Checking Account","",""
"5/02/2022","Deposit Internet Transfer from *5050 SAV","Deposit Internet Transfer from *5050 SAV","1516.17","credit","Transfer","Joint Checking Account","",""
